,Category,top10,top10_scores
331,bayesian statistics,lily wang,0.215123443
332,spatio temporal statistics,jessica lin,0.243288702
332,spatio temporal statistics,jonathan l auerbach,0.219296647
332,spatio temporal statistics,mohan venigalla,0.195564672
332,spatio temporal statistics,nicholas rios,0.19017646
332,spatio temporal statistics,carlotta domeniconi,0.179556185
332,spatio temporal statistics,syed abbas zaidi,0.176370155
332,spatio temporal statistics,daniel barbara,0.172454113
332,spatio temporal statistics,leonard adelman,0.171786202
332,spatio temporal statistics,john shortle,0.159258754
332,spatio temporal statistics,rajesh ganesan,0.156616949
333,spatial statistics,jonathan l auerbach,0.275308081
333,spatial statistics,tianshu feng,0.227220244
333,spatial statistics,daniel barbara,0.224183952
333,spatial statistics,carlotta domeniconi,0.219066304
333,spatial statistics,mohan venigalla,0.198558193
333,spatial statistics,nicholas rios,0.195053968
333,spatial statistics,john shortle,0.189963298
333,spatial statistics,vadim sokolov,0.187068665
333,spatial statistics,tolga soyata,0.186388172
333,spatial statistics,evgenios kornaropoulos,0.185480657
334,community informatics,myeong lee,0.174210225
334,community informatics,katherine russell,0.12894579
334,community informatics,giuseppe ateniese,0.123892661
334,community informatics,joy hughes,0.123382476
334,community informatics,daniel garrison,0.114980512
334,community informatics,sharon adamus,0.091820005
334,community informatics,ray hong,0.091285598
334,community informatics,sadegh torabi,0.085452564
334,community informatics,mahdi hashemi,0.08329523
334,community informatics,sanmay das,0.082900822
335,information science,gheorghe tecuci,0.2443283
335,information science,mihai boicu,0.214607314
335,information science,aditya johri,0.161584879
335,information science,karla hoffman,0.142711663
335,information science,cameron nowzari,0.1370459
335,information science,hadi el amine,0.131378362
335,information science,michael holland,0.129640745
335,information science,edward huang,0.129358026
335,information science,thomas latoza,0.127744866
335,information science,elise miller hooks,0.1275915
336,socio technical systems,janis terpenny,0.174672291
336,socio technical systems,jim chen,0.167062632
336,socio technical systems,gheorghe tecuci,0.157273406
336,socio technical systems,sanmay das,0.153767044
336,socio technical systems,thomas latoza,0.150555897
336,socio technical systems,aditya johri,0.146783562
336,socio technical systems,george hazelrigg,0.146112046
336,socio technical systems,daniel barbara,0.143650225
336,socio technical systems,ray hong,0.141422326
336,socio technical systems,hadi el amine,0.138501686
337,multi formalism modeling,abolfazl safikhani,0.282442246
337,multi formalism modeling,ben seiyon lee,0.273597278
337,multi formalism modeling,alexander levis,0.262717013
337,multi formalism modeling,qi wei,0.233391406
337,multi formalism modeling,vadim sokolov,0.224835614
337,multi formalism modeling,tianshu feng,0.213818583
337,multi formalism modeling,edward huang,0.211005717
337,multi formalism modeling,kim blackwell,0.197823872
337,multi formalism modeling,lily wang,0.197450837
337,multi formalism modeling,ran ji,0.187486969
338,command control,duminda wijesekera,0.22903843
338,command control,michael hieb,0.202182495
338,command control,jim chen,0.185908729
338,command control,mingkui wei,0.180526129
338,command control,alexander levis,0.178087685
338,command control,parth pathak,0.175335643
338,command control,cameron nowzari,0.173658505
338,command control,rajesh ganesan,0.163832538
338,command control,ningshi yao,0.161730193
338,command control,siddhartha sikdar,0.161236066
339,system architectures,janis terpenny,0.26525534
339,system architectures,jim chen,0.173781893
339,system architectures,thomas latoza,0.170506469
339,system architectures,george hazelrigg,0.166975847
339,system architectures,ray hong,0.160096207
339,system architectures,aditya johri,0.155490122
339,system architectures,edward huang,0.150796015
339,system architectures,jan allbeck,0.146620421
339,system architectures,katherine russell,0.144419676
339,system architectures,ali k raz,0.140433336
340,algorithms theory computation,gheorghe tecuci,0.197012703
340,algorithms theory computation,mihai boicu,0.166172699
340,algorithms theory computation,ariela sofer,0.157210408
340,algorithms theory computation,karla hoffman,0.15715783
340,algorithms theory computation,daniel barbara,0.153283305
340,algorithms theory computation,syed abbas zaidi,0.152839667
340,algorithms theory computation,alexander levis,0.139481898
340,algorithms theory computation,ali k raz,0.138376919
340,algorithms theory computation,elise miller hooks,0.137490483
340,algorithms theory computation,edward huang,0.134926267
341,scheduling,jessica lin,0.234306387
341,scheduling,elise miller hooks,0.171487658
341,scheduling,syed abbas zaidi,0.154856751
341,scheduling,rajesh ganesan,0.128845307
341,scheduling,leonard adelman,0.119700931
341,scheduling,john shortle,0.118420713
341,scheduling,cameron nowzari,0.11654297
341,scheduling,mohan venigalla,0.115025113
341,scheduling,lance sherry,0.109326225
341,scheduling,alexander levis,0.104917277
342,nanotechnology,hans hoyer,0.191760832
342,nanotechnology,nathan kathir,0.157173653
342,nanotechnology,craig lorie,0.155079771
342,nanotechnology,riki morikawa,0.145874174
342,nanotechnology,peter pachowicz,0.12766138
342,nanotechnology,arthur art pyster,0.126427908
342,nanotechnology,deborah goodings,0.125272477
342,nanotechnology,aditya johri,0.116346922
342,nanotechnology,laura kosoglu,0.1114418
342,nanotechnology,james baldo,0.108516307
343,electronics,dimitrios ioannou,0.257043619
343,electronics,qiliang li,0.228431553
343,electronics,lucas henneman,0.193551448
343,electronics,parth pathak,0.191085578
343,electronics,ray hong,0.189502231
343,electronics,mohan venigalla,0.185869049
343,electronics,jim chen,0.179322813
343,electronics,parag chitnis,0.171325616
343,electronics,xiaonan guo,0.170156721
343,electronics,burak tanyu,0.161003637
344,intelligent sensor system,jim chen,0.176030898
344,intelligent sensor system,janis terpenny,0.16693398
344,intelligent sensor system,ray hong,0.16442294
344,intelligent sensor system,amarda shehu,0.13508083
344,intelligent sensor system,george hazelrigg,0.135031757
344,intelligent sensor system,parth pathak,0.13193357
344,intelligent sensor system,aditya johri,0.128817026
344,intelligent sensor system,dimitrios ioannou,0.128530191
344,intelligent sensor system,qiliang li,0.12845579
344,intelligent sensor system,shuochao yao,0.126697897
345,chemical sensors,parag chitnis,0.226164495
345,chemical sensors,parth pathak,0.196416426
345,chemical sensors,burak tanyu,0.18919205
345,chemical sensors,monson hayes,0.188630615
345,chemical sensors,jim chen,0.187033015
345,chemical sensors,kim blackwell,0.182989257
345,chemical sensors,siddhartha sikdar,0.180861599
345,chemical sensors,kevin lybarger,0.177495533
345,chemical sensors,jeffrey moran,0.171611999
345,chemical sensors,qiliang li,0.166482191
346,intelligent robotics,xuesu xiao,0.155543615
346,intelligent robotics,parth pathak,0.138369102
346,intelligent robotics,jim chen,0.133971374
346,intelligent robotics,john shortle,0.118356259
346,intelligent robotics,gheorghe tecuci,0.117471089
346,intelligent robotics,vadim sokolov,0.116177788
346,intelligent robotics,aditya johri,0.115706325
346,intelligent robotics,karla hoffman,0.11350645
346,intelligent robotics,krzysztof gaj,0.113450717
346,intelligent robotics,burak tanyu,0.112031987
347,advanced manufacturing,janis terpenny,0.166671962
347,advanced manufacturing,jessica lin,0.145891852
347,advanced manufacturing,mihai boicu,0.143076319
347,advanced manufacturing,jim chen,0.133489774
347,advanced manufacturing,gheorghe tecuci,0.131957096
347,advanced manufacturing,rajesh ganesan,0.131005322
347,advanced manufacturing,aditya johri,0.126961378
347,advanced manufacturing,mohan venigalla,0.126427582
347,advanced manufacturing,george hazelrigg,0.122174792
347,advanced manufacturing,abolfazl safikhani,0.120434049
348,sensors,xiaonan guo,0.184638144
348,sensors,parag chitnis,0.132891353
348,sensors,parth pathak,0.123470681
348,sensors,jinwei ye,0.122827436
348,sensors,ray hong,0.122710461
348,sensors,linghan zhang,0.121382779
348,sensors,yariv ephraim,0.11211063
348,sensors,dimitrios ioannou,0.110413926
348,sensors,bo han,0.108741501
348,sensors,monson hayes,0.102171506
349,power engineering,george hazelrigg,0.155259108
349,power engineering,syed abbas zaidi,0.15158337
349,power engineering,janis terpenny,0.145539542
349,power engineering,alexander levis,0.144292614
349,power engineering,edward huang,0.143412496
349,power engineering,jeffrey moran,0.142247546
349,power engineering,gheorghe tecuci,0.142141345
349,power engineering,cameron nowzari,0.140158941
349,power engineering,tolga soyata,0.138715148
349,power engineering,rajesh ganesan,0.135060532
350,information retrieval,myeong lee,0.197004658
350,information retrieval,hamza mughal,0.162697843
350,information retrieval,shahnaz kamberi,0.1517133
350,information retrieval,aditya johri,0.149422319
350,information retrieval,joy hughes,0.147868021
350,information retrieval,katherine russell,0.147644341
350,information retrieval,sharon adamus,0.13323701
350,information retrieval,mihai boicu,0.127823037
350,information retrieval,riki morikawa,0.127650329
350,information retrieval,hadi rezazad,0.126088267
351,clinical informatics,̦zlem uzuner,0.142138812
351,clinical informatics,myeong lee,0.133854128
351,clinical informatics,riki morikawa,0.105575976
351,clinical informatics,kevin lybarger,0.097701068
351,clinical informatics,hadi rezazad,0.09626219
351,clinical informatics,katherine russell,0.092160346
351,clinical informatics,sharon adamus,0.091287093
351,clinical informatics,sadegh torabi,0.078421484
351,clinical informatics,john mclaughlin,0.0783581
351,clinical informatics,shahnaz kamberi,0.075407319
352,information extraction,aditya johri,0.18087485
352,information extraction,jim chen,0.168107032
352,information extraction,burak tanyu,0.166127067
352,information extraction,myeong lee,0.151972923
352,information extraction,ali beheshti,0.151391531
352,information extraction,rajesh ganesan,0.148555219
352,information extraction,qi wei,0.146496397
352,information extraction,siddhartha sikdar,0.146245114
352,information extraction,qiliang li,0.144964993
352,information extraction,pramita bagchi,0.140224832
353,information warfare,aditya johri,0.132417454
353,information warfare,myeong lee,0.119333535
353,information warfare,gheorghe tecuci,0.115250706
353,information warfare,mihai boicu,0.105907258
353,information warfare,mingkui wei,0.095534668
353,information warfare,ray hong,0.094129797
353,information warfare,thomas latoza,0.092779138
353,information warfare,katherine russell,0.090963764
353,information warfare,khondkar islam,0.090464973
353,information warfare,harry wechsler,0.087981203
354,cryptographic hardware,hamza mughal,0.222474604
354,cryptographic hardware,shahnaz kamberi,0.216715584
354,cryptographic hardware,john otten,0.190692518
354,cryptographic hardware,brittany johnson matthews,0.169119164
354,cryptographic hardware,yutao zhong,0.168880132
354,cryptographic hardware,shvetha soundararajan,0.166529864
354,cryptographic hardware,tamara maddox,0.147341894
